OID_,ECOLSYS_LU,VALUE_1,VALUE_2,VALUE_3,VALUE_4,L3eco,NoThreat,LowThreat,MedThreat,HighThreat,AllThreat,Total,Percent
,Central Appalachian Riparian - Forest Modifier,7650900.000000000000000,118800.000000000000000,109800.000000000000000,383400.000000000000000,58,765.0900269,11.8800001,10.9799995,38.3400002,61.2000008,826.2899780,7.4066000
,Central Interior and Appalachian Floodplain Systems,104298300.000000000000000,2025900.000000000000000,751500.000000000000000,3279600.000000000000000,58,10429.7998047,202.5899963,75.1500015,327.9599915,605.7000122,11035.5000000,5.4886498
,Central Interior and Appalachian Riparian Systems,432870300.000000000000000,936900.000000000000000,354600.000000000000000,1456200.000000000000000,58,43287.0000000,93.6900024,35.4599991,145.6199951,274.7699890,43561.8007813,0.6307590
,Laurentian-Acadian Floodplain Systems,2148255900.000000000000000,13824000.000000000000000,6985800.000000000000000,22118400.000000000000000,58,214826.0000000,1382.4000244,698.5800171,2211.8400879,4292.8198242,219119.0000000,1.9591300
,North-Central Interior and Appalachian Rich Swamp,608473800.000000000000000,10908900.000000000000000,5318100.000000000000000,20602800.000000000000000,58,60847.3984375,1090.8900146,531.8099976,2060.2800293,3682.9799805,64530.3984375,5.7073598
,Laurentian-Acadian Swamp Systems,4601425500.000000000000000,16525800.000000000000000,8089200.000000000000000,26202600.000000000000000,58,460143.0000000,1652.5799561,808.9199829,2620.2600098,5081.7597656,465225.0000000,1.0923200
,North-Central Interior Wet Flatwoods,30305700.000000000000000,638100.000000000000000,221400.000000000000000,1072800.000000000000000,58,3030.5700684,63.8100014,22.1399994,107.2799988,193.2299957,3223.8000488,5.9938598
,Atlantic Coastal Plain Small Blackwater River Floodplain Forest,1391400.000000000000000,28800.000000000000000,9000.000000000000000,30600.000000000000000,58,139.1399994,2.8800001,0.9000000,3.0599999,6.8400002,145.9799957,4.6855698
,Southern Piedmont Small Floodplain and Riparian Forest,60300.000000000000000,900.000000000000000,2700.000000000000000,9900.000000000000000,58,6.0300002,0.0900000,0.2700000,0.9900000,1.3500000,7.3800001,18.2926998
,Gulf and Atlantic Coastal Plain Swamp Systems,3954600.000000000000000,67500.000000000000000,17100.000000000000000,243000.000000000000000,58,395.4599915,6.7500000,1.7100000,24.2999992,32.7599983,428.2200012,7.6502700
,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Bay/Gum Modifier,2583000.000000000000000,53100.000000000000000,18900.000000000000000,63900.000000000000000,58,258.2999878,5.3099999,1.8900000,6.3899999,13.5900002,271.8900146,4.9983401
,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,953087400.000000000000000,523800.000000000000000,287100.000000000000000,800100.000000000000000,58,95308.7031250,52.3800011,28.7099991,80.0100021,161.1000061,95469.7968750,0.1687440
,Central Appalachian Pine-Oak Rocky Woodland,1513800000.000000000000000,24740100.000000000000000,11429100.000000000000000,48169800.000000000000000,58,151380.0000000,2474.0100098,1142.9100342,4816.9799805,8433.9003906,159814.0000000,5.2773199
,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,28649700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,58,2864.9699707,0.0000000,0.0000000,0.0000000,0.0000000,2864.9699707,0.0000000
,Atlantic Coastal Plain Northern Fresh and Oligohaline Tidal Marsh,12600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,58,1.2600000,0.0000000,0.0000000,0.0000000,0.0000000,1.2600000,0.0000000
,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,18227700.000000000000000,7200.000000000000000,900.000000000000000,7200.000000000000000,58,1822.7700195,0.7200000,0.0900000,0.7200000,1.5300000,1824.3000488,0.0838678
,Acadian Salt Marsh and Estuary Systems,40500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,58,4.0500002,0.0000000,0.0000000,0.0000000,0.0000000,4.0500002,0.0000000
,Atlantic Coastal Plain Northern Tidal Salt Marsh,9000.000000000000000,0.000000000000000,0.000000000000000,1800.000000000000000,58,0.9000000,0.0000000,0.0000000,0.1800000,0.1800000,1.0800000,16.6667004
,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,5400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,58,0.5400000,0.0000000,0.0000000,0.0000000,0.0000000,0.5400000,0.0000000
,Acadian-Appalachian Alpine Tundra,35794800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,58,3579.4799805,0.0000000,0.0000000,0.0000000,0.0000000,3579.4799805,0.0000000
,Unconsolidated Shore,80100.000000000000000,1800.000000000000000,0.000000000000000,6300.000000000000000,58,8.0100002,0.1800000,0.0000000,0.6300000,0.8100000,8.8199997,9.1836700
,Undifferentiated Barren Land,129600.000000000000000,0.000000000000000,0.000000000000000,900.000000000000000,58,12.9600000,0.0000000,0.0000000,0.0900000,0.0900000,13.0500002,0.6896550
,Cultivated Cropland,1594478700.000000000000000,20807100.000000000000000,11107800.000000000000000,29084400.000000000000000,58,159448.0000000,2080.7099609,1110.7800293,2908.4399414,6099.9301758,165548.0000000,3.6846900
,Pasture/Hay,4303787400.000000000000000,52520400.000000000000000,23787000.000000000000000,60389100.000000000000000,58,430379.0000000,5252.0400391,2378.6999512,6038.9101563,13669.7001953,444049.0000000,3.0784199
,Introduced Riparian and Wetland Vegetation,2429100.000000000000000,39600.000000000000000,18900.000000000000000,74700.000000000000000,58,242.9100037,3.9600000,1.8900000,7.4699998,13.3199997,256.2300110,5.1984501
,Introduced Upland Vegetation - Treed,18480600.000000000000000,653400.000000000000000,249300.000000000000000,999000.000000000000000,58,1848.0600586,65.3399963,24.9300003,99.9000015,190.1699982,2038.2299805,9.3301497
,"Disturbed, Non-specific",304679700.000000000000000,1756800.000000000000000,1104300.000000000000000,3117600.000000000000000,58,30468.0000000,175.6799927,110.4300003,311.7600098,597.8699951,31065.9003906,1.9245200
,Harvested Forest - Grass/Forb Regeneration,74129400.000000000000000,243900.000000000000000,154800.000000000000000,790200.000000000000000,58,7412.9399414,24.3899994,15.4799995,79.0199966,118.8899994,7531.8300781,1.5785000
,Harvested Forest-Shrub Regeneration,159140700.000000000000000,405900.000000000000000,196200.000000000000000,1030500.000000000000000,58,15914.0996094,40.5900002,19.6200008,103.0500031,163.2599945,16077.4003906,1.0154600
,Disturbed/Successional - Grass/Forb Regeneration,13006800.000000000000000,627300.000000000000000,326700.000000000000000,1492200.000000000000000,58,1300.6800537,62.7299995,32.6699982,149.2200012,244.6199951,1545.3000488,15.8298998
,Disturbed/Successional - Shrub Regeneration,98255700.000000000000000,3852900.000000000000000,2192400.000000000000000,8860500.000000000000000,58,9825.5703125,385.2900085,219.2400055,886.0499878,1490.5799561,11316.2001953,13.1721001
,Open Water (Brackish/Salt),6121800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,58,612.1799927,0.0000000,0.0000000,0.0000000,0.0000000,612.1799927,0.0000000
,Open Water (Fresh),4406783400.000000000000000,4329000.000000000000000,1879200.000000000000000,8223300.000000000000000,58,440678.0000000,432.8999939,187.9199982,822.3300171,1443.1500244,442121.0000000,0.3264150
,"Quarries, Mines, Gravel Pits and Oil Wells",2148300.000000000000000,49500.000000000000000,20700.000000000000000,232200.000000000000000,58,214.8300018,4.9499998,2.0699999,23.2199993,30.2399998,245.0700073,12.3393002
,"Developed, Open Space",1796855400.000000000000000,34967700.000000000000000,19962900.000000000000000,83662200.000000000000000,58,179686.0000000,3496.7700195,1996.2900391,8366.2197266,13859.2998047,193545.0000000,7.1607599
,"Developed, Low Intensity",866677500.000000000000000,28323000.000000000000000,17043300.000000000000000,73462500.000000000000000,58,86667.7968750,2832.3000488,1704.3299561,7346.2500000,11882.9003906,98550.7031250,12.0577002
,"Developed, Medium Intensity",282254400.000000000000000,10905300.000000000000000,6750900.000000000000000,32409000.000000000000000,58,28225.4003906,1090.5300293,675.0900269,3240.8999023,5006.5200195,33231.8984375,15.0654001
,"Developed, High Intensity",57281400.000000000000000,1886400.000000000000000,1082700.000000000000000,5213700.000000000000000,58,5728.1401367,188.6399994,108.2699966,521.3699951,818.2800293,6546.4199219,12.4996996
,Madrean Encinal,72900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,7.2900000,0.0000000,0.0000000,0.0000000,0.0000000,7.2900000,0.0000000
,Madrean Pinyon-Juniper Woodland,340506000.000000000000000,1052100.000000000000000,296100.000000000000000,2535300.000000000000000,22,34050.6015625,105.2099991,29.6100006,253.5299988,388.3500061,34438.8984375,1.1276500
,Madrean Pine-Oak Forest and Woodland,15229800.000000000000000,10800.000000000000000,27000.000000000000000,45900.000000000000000,22,1522.9799805,1.0800000,2.7000000,4.5900002,8.3699999,1531.3499756,0.5465770
,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,161100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,16.1100006,0.0000000,0.0000000,0.0000000,0.0000000,16.1100006,0.0000000
,Rocky Mountain Aspen Forest and Woodland,4803300.000000000000000,13500.000000000000000,7200.000000000000000,0.000000000000000,22,480.3299866,1.3500000,0.7200000,0.0000000,2.0699999,482.3999939,0.4291040
,Rocky Mountain Lodgepole Pine Forest,811800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,81.1800003,0.0000000,0.0000000,0.0000000,0.0000000,81.1800003,0.0000000
,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,154800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,15.4799995,0.0000000,0.0000000,0.0000000,0.0000000,15.4799995,0.0000000
,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,39600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,3.9600000,0.0000000,0.0000000,0.0000000,0.0000000,3.9600000,0.0000000
,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,1356300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,135.6300049,0.0000000,0.0000000,0.0000000,0.0000000,135.6300049,0.0000000
,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,32436000.000000000000000,23400.000000000000000,7200.000000000000000,19800.000000000000000,22,3243.6000977,2.3399999,0.7200000,1.9800000,5.0400000,3248.6398926,0.1551420
,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,16367400.000000000000000,2700.000000000000000,5400.000000000000000,0.000000000000000,22,1636.7399902,0.2700000,0.5400000,0.0000000,0.8100000,1637.5500488,0.0494641
,Southern Rocky Mountain Ponderosa Pine Woodland,859587300.000000000000000,171000.000000000000000,93600.000000000000000,373500.000000000000000,22,85958.7031250,17.1000004,9.3599997,37.3499985,63.8100014,86022.5000000,0.0741783
,Great Basin Pinyon-Juniper Woodland,2743105500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,274311.0000000,0.0000000,0.0000000,0.0000000,0.0000000,274311.0000000,0.0000000
,Inter-Mountain Basins Juniper Savanna,4806127800.000000000000000,3908700.000000000000000,1587600.000000000000000,3587400.000000000000000,22,480613.0000000,390.8699951,158.7599945,358.7399902,908.3699951,481521.0000000,0.1886460
,Colorado Plateau Pinyon-Juniper Shrubland,69891300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,6989.1298828,0.0000000,0.0000000,0.0000000,0.0000000,6989.1298828,0.0000000
,Colorado Plateau Pinyon-Juniper Woodland,32479265700.000000000000000,9834300.000000000000000,4350600.000000000000000,10646100.000000000000000,22,3247930.0000000,983.4299927,435.0599976,1064.6099854,2483.1000977,3250410.0000000,0.0763934
,Southern Rocky Mountain Juniper Woodland and Savanna,1638477000.000000000000000,5086800.000000000000000,2111400.000000000000000,22239900.000000000000000,22,163848.0000000,508.6799927,211.1399994,2223.9899902,2943.8100586,166792.0000000,1.7649601
,Southern Rocky Mountain Pinyon-Juniper Woodland,2230794900.000000000000000,8190900.000000000000000,3806100.000000000000000,17839800.000000000000000,22,223079.0000000,819.0900269,380.6099854,1783.9799805,2983.6799316,226063.0000000,1.3198400
,Western Great Plains Riparian Woodland and Shrubland,361759500.000000000000000,2216700.000000000000000,1080900.000000000000000,12453300.000000000000000,22,36175.8984375,221.6699982,108.0899963,1245.3299561,1575.0899658,37751.0000000,4.1723099
,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,427590900.000000000000000,2286900.000000000000000,1251000.000000000000000,9162900.000000000000000,22,42759.1015625,228.6900024,125.0999985,916.2899780,1270.0799561,44029.1992188,2.8846300
,Rocky Mountain Montane Riparian Systems,2700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,0.2700000,0.0000000,0.0000000,0.0000000,0.0000000,0.2700000,0.0000000
,Rocky Mountain Subalpine-Montane Riparian Woodland,1559700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,155.9700012,0.0000000,0.0000000,0.0000000,0.0000000,155.9700012,0.0000000
,North American Warm Desert Lower Montane Riparian Woodland and Shrubland,2348100.000000000000000,8100.000000000000000,0.000000000000000,29700.000000000000000,22,234.8099976,0.8100000,0.0000000,2.9700000,3.7800000,238.5899963,1.5843101
,North American Warm Desert Riparian Woodland and Shrubland,195300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,19.5300007,0.0000000,0.0000000,0.0000000,0.0000000,19.5300007,0.0000000
,Southern Rocky Mountain Montane-Subalpine Grassland,274751100.000000000000000,181800.000000000000000,72900.000000000000000,210600.000000000000000,22,27475.0996094,18.1800003,7.2900000,21.0599995,46.5299988,27521.5996094,0.1690670
,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,76537800.000000000000000,217800.000000000000000,138600.000000000000000,252000.000000000000000,22,7653.7797852,21.7800007,13.8599997,25.2000008,60.8400002,7714.6201172,0.7886330
,Rocky Mountain Lower Montane-Foothill Shrubland,711900.000000000000000,0.000000000000000,0.000000000000000,12600.000000000000000,22,71.1900024,0.0000000,0.0000000,1.2600000,1.2600000,72.4499969,1.7391300
,Rocky Mountain Subalpine-Montane Mesic Meadow,353700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,35.3699989,0.0000000,0.0000000,0.0000000,0.0000000,35.3699989,0.0000000
,Western Great Plains Foothill and Piedmont Grassland,144582300.000000000000000,754200.000000000000000,423000.000000000000000,1297800.000000000000000,22,14458.2001953,75.4199982,42.2999992,129.7799988,247.5000000,14705.7001953,1.6830200
,Western Great Plains Shortgrass Prairie,1969200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,196.9199982,0.0000000,0.0000000,0.0000000,0.0000000,196.9199982,0.0000000
,Mogollon Chaparral,142795800.000000000000000,221400.000000000000000,167400.000000000000000,985500.000000000000000,22,14279.5996094,22.1399994,16.7399998,98.5500031,137.4299927,14417.0000000,0.9532500
,Great Basin Semi-Desert Chaparral,195300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,19.5300007,0.0000000,0.0000000,0.0000000,0.0000000,19.5300007,0.0000000
,Rocky Mountain Alpine-Montane Wet Meadow,140161500.000000000000000,1125900.000000000000000,602100.000000000000000,1816200.000000000000000,22,14016.2001953,112.5899963,60.2099991,181.6199951,354.4200134,14370.5996094,2.4662900
,Rocky Mountain Subalpine-Montane Riparian Shrubland,52586100.000000000000000,441900.000000000000000,229500.000000000000000,559800.000000000000000,22,5258.6098633,44.1899986,22.9500008,55.9799995,123.1200027,5381.7299805,2.2877400
,North American Arid West Emergent Marsh,25115400.000000000000000,131400.000000000000000,17100.000000000000000,319500.000000000000000,22,2511.5400391,13.1400003,1.7100000,31.9500008,46.7999992,2558.3400879,1.8293101
,Inter-Mountain Basins Greasewood Flat,4340152800.000000000000000,8692200.000000000000000,3803400.000000000000000,20109600.000000000000000,22,434015.0000000,869.2199707,380.3399963,2010.9599609,3260.5200195,437276.0000000,0.7456430
,Inter-Mountain Basins Playa,56515500.000000000000000,13500.000000000000000,0.000000000000000,4500.000000000000000,22,5651.5498047,1.3500000,0.0000000,0.4500000,1.8000000,5653.3500977,0.0318395
,North American Warm Desert Playa,931500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,93.1500015,0.0000000,0.0000000,0.0000000,0.0000000,93.1500015,0.0000000
,Apacherian-Chihuahuan Mesquite Upland Scrub,141054300.000000000000000,231300.000000000000000,191700.000000000000000,14472000.000000000000000,22,14105.4003906,23.1299992,19.1700001,1447.1999512,1489.5000000,15594.9003906,9.5511999
,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,1740630600.000000000000000,6123600.000000000000000,2547000.000000000000000,14184000.000000000000000,22,174063.0000000,612.3599854,254.6999969,1418.4000244,2285.4599609,176348.0000000,1.2959900
,"Chihuahuan Creosotebush, Mixed Desert and Thorn Scrub",41261400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,4126.1401367,0.0000000,0.0000000,0.0000000,0.0000000,4126.1401367,0.0000000
,Chihuahuan Gypsophilous Grassland and Steppe,129600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,12.9600000,0.0000000,0.0000000,0.0000000,0.0000000,12.9600000,0.0000000
,Chihuahuan Sandy Plains Semi-Desert Grassland,71233200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,7123.3198242,0.0000000,0.0000000,0.0000000,0.0000000,7123.3198242,0.0000000
,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,219600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,21.9599991,0.0000000,0.0000000,0.0000000,0.0000000,21.9599991,0.0000000
,Madrean Juniper Savanna,23511600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,2351.1599121,0.0000000,0.0000000,0.0000000,0.0000000,2351.1599121,0.0000000
,Mojave Mid-Elevation Mixed Desert Scrub,1428755400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,142876.0000000,0.0000000,0.0000000,0.0000000,0.0000000,142876.0000000,0.0000000
,North American Warm Desert Active and Stabilized Dune,725400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,72.5400009,0.0000000,0.0000000,0.0000000,0.0000000,72.5400009,0.0000000
,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,168920100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,16892.0000000,0.0000000,0.0000000,0.0000000,0.0000000,16892.0000000,0.0000000
,Sonoran Mid-Elevation Desert Scrub,7200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,0.7200000,0.0000000,0.0000000,0.0000000,0.0000000,0.7200000,0.0000000
,Chihuahuan Mixed Salt Desert Scrub,86976900.000000000000000,205200.000000000000000,434700.000000000000000,511200.000000000000000,22,8697.6904297,20.5200005,43.4700012,51.1199989,115.1100006,8812.7998047,1.3061700
,Sonora-Mojave Mixed Salt Desert Scrub,726300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,72.6299973,0.0000000,0.0000000,0.0000000,0.0000000,72.6299973,0.0000000
,North American Warm Desert Wash,23494500.000000000000000,0.000000000000000,3600.000000000000000,89100.000000000000000,22,2349.4499512,0.0000000,0.3600000,8.9099998,9.2700005,2358.7199707,0.3930100
,Inter-Mountain Basins Mat Saltbush Shrubland,930600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,93.0599976,0.0000000,0.0000000,0.0000000,0.0000000,93.0599976,0.0000000
,Inter-Mountain Basins Mixed Salt Desert Scrub,8270131500.000000000000000,6945300.000000000000000,2764800.000000000000000,15713100.000000000000000,22,827013.0000000,694.5300293,276.4800110,1571.3100586,2542.3200684,829555.0000000,0.3064680
,Inter-Mountain Basins Wash,6497100.000000000000000,0.000000000000000,2700.000000000000000,36900.000000000000000,22,649.7100220,0.0000000,0.2700000,3.6900001,3.9600000,653.6699829,0.6058100
,Inter-Mountain Basins Big Sagebrush Shrubland,6729950700.000000000000000,3655800.000000000000000,1714500.000000000000000,4369500.000000000000000,22,672995.0000000,365.5799866,171.4499969,436.9500122,973.9799805,673969.0000000,0.1445140
,Inter-Mountain Basins Montane Sagebrush Steppe,257881500.000000000000000,1805400.000000000000000,780300.000000000000000,5787000.000000000000000,22,25788.1992188,180.5399933,78.0299988,578.7000122,837.2700195,26625.5000000,3.1446199
,Colorado Plateau Mixed Low Sagebrush Shrubland,684925200.000000000000000,156600.000000000000000,65700.000000000000000,70200.000000000000000,22,68492.5000000,15.6599998,6.5700002,7.0200000,29.2500000,68521.7968750,0.0426871
,Colorado Plateau Blackbrush-Mormon-tea Shrubland,2263967100.000000000000000,1209600.000000000000000,1156500.000000000000000,3661200.000000000000000,22,226397.0000000,120.9599991,115.6500015,366.1199951,602.7299805,227000.0000000,0.2655200
,Inter-Mountain Basins Semi-Desert Grassland,24788216700.000000000000000,26827200.000000000000000,14139900.000000000000000,126133200.000000000000000,22,2478820.0000000,2682.7199707,1413.9899902,12613.2998047,16710.0000000,2495530.0000000,0.6695970
,Inter-Mountain Basins Semi-Desert Shrub Steppe,27671307300.000000000000000,15048900.000000000000000,5322600.000000000000000,35831700.000000000000000,22,2767130.0000000,1504.8900146,532.2600098,3583.1699219,5620.3198242,2772750.0000000,0.2026980
,Southern Colorado Plateau Sand Shrubland,5864013900.000000000000000,514800.000000000000000,178200.000000000000000,987300.000000000000000,22,586401.0000000,51.4799995,17.8199997,98.7300034,168.0299988,586569.0000000,0.0286462
,"Rocky Mountain Cliff, Canyon and Massive Bedrock",195041700.000000000000000,248400.000000000000000,152100.000000000000000,615600.000000000000000,22,19504.1992188,24.8400002,15.2100000,61.5600014,101.6100006,19605.8007813,0.5182650
,North American Warm Desert Bedrock Cliff and Outcrop,279518400.000000000000000,312300.000000000000000,77400.000000000000000,312300.000000000000000,22,27951.8007813,31.2299995,7.7399998,31.2299995,70.1999969,28022.0000000,0.2505170
,North American Warm Desert Volcanic Rockland,37272600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,3727.2600098,0.0000000,0.0000000,0.0000000,0.0000000,3727.2600098,0.0000000
,Colorado Plateau Mixed Bedrock Canyon and Tableland,5719749300.000000000000000,2412000.000000000000000,2043000.000000000000000,7920000.000000000000000,22,571975.0000000,241.1999969,204.3000031,792.0000000,1237.5000000,573213.0000000,0.2158880
,Inter-Mountain Basins Active and Stabilized Dune,929353500.000000000000000,2990700.000000000000000,1761300.000000000000000,8840700.000000000000000,22,92935.3984375,299.0700073,176.1300049,884.0700073,1359.2700195,94294.7031250,1.4415100
,Inter-Mountain Basins Shale Badland,1070514000.000000000000000,112500.000000000000000,129600.000000000000000,560700.000000000000000,22,107051.0000000,11.2500000,12.9600000,56.0699997,80.2799988,107131.0000000,0.0749363
,Inter-Mountain Basins Volcanic Rock and Cinder Land,842102100.000000000000000,157500.000000000000000,44100.000000000000000,450900.000000000000000,22,84210.2031250,15.7500000,4.4099998,45.0900002,65.2500000,84275.5000000,0.0774246
,Undifferentiated Barren Land,232044300.000000000000000,36000.000000000000000,89100.000000000000000,284400.000000000000000,22,23204.4003906,3.5999999,8.9099998,28.4400005,40.9500008,23245.3007813,0.1761650
,Cultivated Cropland,3241394100.000000000000000,40257900.000000000000000,17523900.000000000000000,56541600.000000000000000,22,324139.0000000,4025.7900391,1752.3900146,5654.1601563,11432.2998047,335571.0000000,3.4068201
,Introduced Upland Vegetation - Annual Grassland,286008300.000000000000000,3108600.000000000000000,1602000.000000000000000,9461700.000000000000000,22,28600.8007813,310.8599854,160.1999969,946.1699829,1417.2299805,30018.0000000,4.7212701
,Introduced Upland Vegetation - Perennial Grassland and Forbland,7782300.000000000000000,107100.000000000000000,27900.000000000000000,60300.000000000000000,22,778.2299805,10.7100000,2.7900000,6.0300002,19.5300007,797.7600098,2.4481001
,Introduced Riparian and Wetland Vegetation,158067000.000000000000000,831600.000000000000000,404100.000000000000000,2729700.000000000000000,22,15806.7001953,83.1600037,40.4099998,272.9700012,396.5400085,16203.2001953,2.4472899
,Recently Logged Areas,698400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,69.8399963,0.0000000,0.0000000,0.0000000,0.0000000,69.8399963,0.0000000
,Recently Burned,2981700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,298.1700134,0.0000000,0.0000000,0.0000000,0.0000000,298.1700134,0.0000000
,Disturbed/Successional - Recently Chained Pinyon-Juniper,817200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,81.7200012,0.0000000,0.0000000,0.0000000,0.0000000,81.7200012,0.0000000
,Open Water (Fresh),200628900.000000000000000,989100.000000000000000,697500.000000000000000,5554800.000000000000000,22,20062.9003906,98.9100037,69.7500000,555.4799805,724.1400146,20787.0000000,3.4836199
,"Quarries, Mines, Gravel Pits and Oil Wells",171304200.000000000000000,14400.000000000000000,0.000000000000000,0.000000000000000,22,17130.4003906,1.4400001,0.0000000,0.0000000,1.4400001,17131.8007813,0.0084054
,"Developed, Low Intensity",358023600.000000000000000,14852700.000000000000000,11097900.000000000000000,186171300.000000000000000,22,35802.3984375,1485.2700195,1109.7900391,18617.0996094,21212.1992188,57014.6015625,37.2048988
,"Developed, High Intensity",576095400.000000000000000,8379000.000000000000000,5675400.000000000000000,115940700.000000000000000,22,57609.5000000,837.9000244,567.5399780,11594.0996094,12999.5000000,70609.0000000,18.4104996
,West Gulf Coastal Plain Mesic Hardwood Forest,9082800.000000000000000,0.000000000000000,1800.000000000000000,5400.000000000000000,39,908.2800293,0.0000000,0.1800000,0.5400000,0.7200000,909.0000000,0.0792079
,West Gulf Coastal Plain Pine-Hardwood Forest,19800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,1.9800000,0.0000000,0.0000000,0.0000000,0.0000000,1.9800000,0.0000000
,Crosstimbers Oak Forest and Woodland,106175700.000000000000000,1017000.000000000000000,482400.000000000000000,1227600.000000000000000,39,10617.5996094,101.6999969,48.2400017,122.7600021,272.7000122,10890.2998047,2.5040600
,Lower Mississippi River Dune Woodland and Forest,33300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,3.3299999,0.0000000,0.0000000,0.0000000,0.0000000,3.3299999,0.0000000
,North-Central Interior Dry Oak Forest and Woodland,213097500.000000000000000,2612700.000000000000000,1782900.000000000000000,17060400.000000000000000,39,21309.8007813,261.2699890,178.2899933,1706.0400391,2145.6000977,23455.4003906,9.1475697
,North-Central Interior Dry-Mesic Oak Forest and Woodland,18721800.000000000000000,118800.000000000000000,29700.000000000000000,391500.000000000000000,39,1872.1800537,11.8800001,2.9700000,39.1500015,54.0000000,1926.1800537,2.8034799
,Ozark-Ouachita Dry Oak Woodland,539057700.000000000000000,3070800.000000000000000,1745100.000000000000000,10537200.000000000000000,39,53905.8007813,307.0799866,174.5099945,1053.7199707,1535.3100586,55441.1015625,2.7692599
,Ozark-Ouachita Dry-Mesic Oak Forest,54726893100.000000000000000,225023400.000000000000000,121570200.000000000000000,619673400.000000000000000,39,5472690.0000000,22502.3007813,12157.0000000,61967.3007813,96626.6015625,5569320.0000000,1.7349800
,Managed Tree Plantation,53701200.000000000000000,573300.000000000000000,236700.000000000000000,870300.000000000000000,39,5370.1201172,57.3300018,23.6700001,87.0299988,168.0299988,5538.1499023,3.0340500
,Ruderal forest,13777200.000000000000000,55800.000000000000000,14400.000000000000000,36000.000000000000000,39,1377.7199707,5.5799999,1.4400001,3.5999999,10.6199999,1388.3399658,0.7649420
,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,3564108000.000000000000000,14264100.000000000000000,7562700.000000000000000,35993700.000000000000000,39,356411.0000000,1426.4100342,756.2700195,3599.3701172,5782.0498047,362193.0000000,1.5964000
,Western Great Plains Wooded Draw and Ravine,74700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,7.4699998,0.0000000,0.0000000,0.0000000,0.0000000,7.4699998,0.0000000
